ID da Venda,Data da Venda,Preço,Preço Original,Desconto Aplicado,Produto,Categoria,Marca,Canal de Venda,Região,Nome do Funcionário,Quantidade de Vendas,Quantidade em Estoque,Avaliação
V000198,2024-07-10,380.9,541.19,160.29,Fone de Ouvido,Áudio e Vídeo,Sony,E-commerce,Norte,Carlos Silva,9,180,2.4
V000199,2024-04-21,442.85,499.41,56.56,Ring Light,Acessórios,Genérico,E-commerce,Centro-Oeste,Carlos Silva,43,126,4.5
V000200,2025-03-05,275.01,296.16,21.15,Carregador Portátil,Acessórios,Genérico,E-commerce,Sul,Carlos Silva,43,78,3.0
V000201,2024-04-15,52.63,59.67,7.04,Adaptador Bluetooth,Acessórios,Baseus,Venda Direta,Nordeste,Fernanda Alves,91,67,3.0
V000202,2024-09-04,5011.76,5459.76,448.0,Notebook,Informática,Asus,Loja Física,Sul,Daniela Souza,2,112,1.7
V000203,2024-12-05,471.16,544.7,73.54,Tripé,Acessórios,Baseus,Marketplace,Sul,Ana Costa,94,109,2.6
V000204,2024-11-02,3328.46,4091.59,763.13,Projetor,Áudio e Vídeo,Bose,Loja Física,Sudeste,Carlos Silva,62,35,4.9
V000205,2024-02-18,104.51,111.43,6.92,Memória RAM,Componentes,Corsair,Venda Direta,Nordeste,Fernanda Alves,36,39,2.0
V000206,2025-01-02,194.33,238.17,43.84,Pen Drive,Armazenamento,Western Digital,Loja Física,Sul,Carlos Silva,96,176,2.1
V000207,2023-05-24,230.0,242.26,12.26,SSD,Armazenamento,SanDisk,Venda Direta,Nordeste,Eduardo Rocha,79,161,4.4
V000208,2023-12-24,554.93,784.9,229.97,Estabilizador,Componentes,AMD,Venda Direta,Centro-Oeste,Carlos Silva,37,131,3.5
V000209,2025-04-03,302.14,342.56,40.42,Carregador Portátil,Acessórios,Genérico,E-commerce,Norte,Carlos Silva,88,76,2.2
V000210,2023-08-06,54.02,66.45,12.43,Adaptador Bluetooth,Acessórios,Genérico,Marketplace,Centro-Oeste,Bruno Lima,45,153,1.6
V000211,2023-09-09,433.35,454.74,21.39,Memória RAM,Componentes,AMD,Marketplace,Centro-Oeste,Daniela Souza,13,152,2.0
V000212,2025-01-06,3100.29,3966.5,866.21,Smartphone,Eletrônicos,Samsung,Venda Direta,Nordeste,Bruno Lima,43,76,2.6
V000213,2024-03-29,295.64,407.93,112.29,Fone de Ouvido,Áudio e Vídeo,Bose,Marketplace,Nordeste,Carlos Silva,14,184,3.4
V000214,2024-03-31,1494.44,2060.36,565.92,Smartphone,Eletrônicos,LG,Loja Física,Norte,Bruno Lima,80,71,3.7
V000215,2024-10-01,141.89,162.51,20.62,Teclado,Periféricos,Logitech,Loja Física,Norte,Fernanda Alves,73,85,3.0
V000216,2024-04-11,62.33,74.75,12.42,Fonte de Alimentação,Componentes,AMD,Loja Física,Norte,Fernanda Alves,48,53,1.6
V000217,2025-02-18,2071.14,2684.04,612.9,Smartphone,Eletrônicos,LG,Marketplace,Sul,Ana Costa,11,199,4.0
V000218,2024-02-22,51.56,56.29,4.73,Hub USB,Acessórios,Anker,Venda Direta,Nordeste,Fernanda Alves,11,119,1.4
V000219,2023-11-19,286.68,398.64,111.96,Scanner,Periféricos,Dell,E-commerce,Sul,Bruno Lima,44,11,4.5
V000220,2023-02-26,240.14,302.73,62.59,No-Break,Componentes,AMD,Marketplace,Norte,Carlos Silva,33,198,1.6
V000221,2024-07-14,86.94,118.69,31.75,Adaptador Bluetooth,Acessórios,Genérico,Loja Física,Sudeste,Carlos Silva,67,75,3.4
V000222,2023-05-24,275.13,290.74,15.61,Tripé,Acessórios,Baseus,Marketplace,Sudeste,Eduardo Rocha,60,155,2.5
V000223,2024-06-17,114.35,158.57,44.22,Cooler,Componentes,AMD,E-commerce,Sul,Ana Costa,76,132,2.2
V000224,2023-06-02,284.26,318.12,33.86,Impressora,Periféricos,Multilaser,E-commerce,Nordeste,Bruno Lima,95,45,3.0
V000225,2023-12-17,1432.62,1664.26,231.64,Monitor,Periféricos,Dell,Marketplace,Nordeste,Daniela Souza,79,28,3.9
V000226,2023-12-26,1381.94,1415.82,33.88,Placa Mãe,Componentes,Corsair,Loja Física,Centro-Oeste,Eduardo Rocha,24,150,5.0
V000227,2024-03-24,416.56,511.3,94.74,Gabinete,Componentes,AMD,Loja Física,Norte,Ana Costa,48,191,3.1
V000228,2023-06-07,263.99,318.77,54.78,Tripé,Acessórios,Anker,Venda Direta,Sul,Bruno Lima,10,120,1.9
V000229,2023-02-15,1050.38,1337.72,287.34,HD Externo,Armazenamento,Western Digital,Marketplace,Centro-Oeste,Fernanda Alves,60,17,3.8
V000230,2025-03-07,114.02,160.41,46.39,Tripé,Acessórios,Anker,Venda Direta,Nordeste,Bruno Lima,95,119,3.6
V000231,2023-02-11,4894.95,5767.41,872.46,Processador,Componentes,Intel,Loja Física,Nordeste,Eduardo Rocha,39,96,4.9
V000232,2024-09-18,886.96,940.85,53.89,Memória RAM,Componentes,Corsair,Marketplace,Centro-Oeste,Fernanda Alves,73,13,4.9
V000233,2025-01-10,97.0,132.37,35.37,Roteador,Rede,Cisco,Marketplace,Nordeste,Carlos Silva,34,31,2.1
V000234,2023-06-25,477.27,553.12,75.85,Controle de Videogame,Acessórios,Anker,Marketplace,Sul,Fernanda Alves,18,100,1.8
V000235,2023-11-22,1422.21,1448.81,26.6,Câmera,Áudio e Vídeo,Bose,Marketplace,Sudeste,Carlos Silva,39,198,1.1
V000236,2023-10-08,1285.28,1522.61,237.33,Caixa de Som,Áudio e Vídeo,Bose,Loja Física,Norte,Eduardo Rocha,49,148,4.7
V000237,2024-07-19,327.28,359.44,32.16,Roteador,Rede,Cisco,Loja Física,Sul,Ana Costa,62,54,4.7
V000238,2024-03-05,213.89,292.31,78.42,SSD,Armazenamento,Kingston,Loja Física,Sul,Bruno Lima,92,141,1.1
V000239,2023-05-02,128.25,151.22,22.97,Microfone,Áudio e Vídeo,Sony,Venda Direta,Centro-Oeste,Fernanda Alves,46,9,2.5
V000240,2024-08-05,157.38,203.24,45.86,Hub USB,Acessórios,Belkin,Venda Direta,Norte,Bruno Lima,88,119,3.5
V000241,2024-09-16,1376.8,1438.44,61.64,SSD,Armazenamento,Kingston,Loja Física,Centro-Oeste,Carlos Silva,94,67,3.9
V000242,2023-07-26,431.45,609.68,178.23,Monitor,Periféricos,HP,Loja Física,Nordeste,Fernanda Alves,3,184,3.6
V000243,2025-03-23,477.74,668.14,190.4,Carregador Portátil,Acessórios,Genérico,E-commerce,Nordeste,Fernanda Alves,30,49,4.9
V000244,2023-07-02,754.51,859.02,104.51,TV Box,Áudio e Vídeo,Bose,E-commerce,Norte,Bruno Lima,78,21,4.3
V000245,2024-09-24,1240.45,1341.62,101.17,Caixa de Som,Áudio e Vídeo,Bose,E-commerce,Nordeste,Bruno Lima,64,137,2.0
V000246,2023-09-20,3214.26,3303.26,89.0,Placa de Vídeo,Componentes,Intel,Venda Direta,Centro-Oeste,Eduardo Rocha,70,34,4.4
V000247,2023-11-20,369.39,371.37,1.98,Smartwatch,Eletrônicos,Samsung,Venda Direta,Norte,Fernanda Alves,84,131,2.0
V000248,2024-06-08,548.8,601.06,52.26,Scanner,Periféricos,Logitech,E-commerce,Centro-Oeste,Carlos Silva,11,57,3.4
V000249,2025-01-28,521.5,540.21,18.71,Gabinete,Componentes,Intel,Loja Física,Centro-Oeste,Fernanda Alves,65,72,1.6
V000250,2024-07-11,85.1,116.79,31.69,Memória RAM,Componentes,Intel,E-commerce,Sudeste,Bruno Lima,72,176,1.2
V000251,2025-03-15,1212.57,1674.54,461.97,Câmera,Áudio e Vídeo,Philips,Loja Física,Sudeste,Eduardo Rocha,78,182,4.0
V000252,2024-01-22,134.43,165.56,31.13,Leitor de Cartão,Acessórios,Genérico,Loja Física,Norte,Eduardo Rocha,12,21,2.9
V000253,2024-06-02,923.76,1002.36,78.6,Placa Mãe,Componentes,Intel,Venda Direta,Sudeste,Ana Costa,78,65,1.3
V000254,2025-01-17,1429.45,1772.92,343.47,Câmera,Áudio e Vídeo,Philips,Venda Direta,Sul,Carlos Silva,84,164,3.3
V000255,2024-03-10,602.2,633.35,31.15,Scanner,Periféricos,Logitech,Marketplace,Sul,Carlos Silva,86,160,2.8
V000256,2025-03-19,960.27,1286.79,326.52,Placa Mãe,Componentes,Corsair,Marketplace,Sul,Carlos Silva,26,41,2.6
V000257,2025-02-17,225.39,240.87,15.48,Tripé,Acessórios,Baseus,Marketplace,Centro-Oeste,Fernanda Alves,10,52,1.5
V000258,2023-07-02,638.72,675.45,36.73,Fonte de Alimentação,Componentes,AMD,Marketplace,Centro-Oeste,Fernanda Alves,64,32,3.2
V000259,2023-08-07,311.38,440.86,129.48,Roteador,Rede,D-Link,Venda Direta,Sul,Bruno Lima,43,194,4.4
V000260,2024-03-10,388.36,452.03,63.67,Ring Light,Acessórios,Anker,Marketplace,Sul,Bruno Lima,26,193,4.7
V000261,2023-08-30,142.1,153.91,11.81,Teclado,Periféricos,HP,Loja Física,Norte,Fernanda Alves,11,89,2.4
V000262,2024-01-02,423.24,496.27,73.03,Webcam,Periféricos,Multilaser,Loja Física,Nordeste,Ana Costa,4,88,2.6
V000263,2024-10-31,5478.83,5890.38,411.55,Processador,Componentes,NVIDIA,E-commerce,Nordeste,Eduardo Rocha,22,170,3.4
V000264,2023-03-20,339.22,424.3,85.08,Webcam,Periféricos,Multilaser,Marketplace,Nordeste,Eduardo Rocha,33,73,4.2
V000265,2024-05-15,802.56,814.05,11.49,Smartwatch,Eletrônicos,Apple,Loja Física,Sul,Eduardo Rocha,13,24,3.9
V000266,2024-06-03,270.8,291.32,20.52,Controle de Videogame,Acessórios,Belkin,Venda Direta,Sul,Fernanda Alves,95,16,3.3
V000267,2024-02-17,88.93,90.69,1.76,Cooler,Componentes,AMD,Marketplace,Norte,Eduardo Rocha,23,18,4.9
V000268,2024-03-21,239.32,286.16,46.84,Fone de Ouvido,Áudio e Vídeo,JBL,Loja Física,Centro-Oeste,Daniela Souza,2,104,2.5
V000269,2023-06-28,117.73,149.7,31.97,Hub USB,Acessórios,Anker,Loja Física,Sudeste,Eduardo Rocha,22,108,3.2
V000270,2025-02-25,3683.68,5226.92,1543.24,Processador,Componentes,Corsair,E-commerce,Centro-Oeste,Bruno Lima,38,109,4.5
V000271,2025-02-06,158.09,161.73,3.64,Gabinete,Componentes,Intel,Marketplace,Norte,Fernanda Alves,62,192,1.1
V000272,2024-02-24,456.25,485.62,29.37,Controle de Videogame,Acessórios,Baseus,Venda Direta,Centro-Oeste,Ana Costa,20,84,3.3
V000273,2023-05-06,624.01,789.62,165.61,Estabilizador,Componentes,NVIDIA,Marketplace,Nordeste,Ana Costa,26,88,2.0
V000274,2024-01-26,1699.71,1953.01,253.3,Smartphone,Eletrônicos,Samsung,Venda Direta,Centro-Oeste,Eduardo Rocha,60,137,3.1
V000275,2024-06-03,4221.53,5124.69,903.16,Processador,Componentes,Corsair,Loja Física,Sul,Ana Costa,42,27,4.0
V000276,2024-06-27,135.13,165.13,30.0,Leitor de Cartão,Acessórios,Anker,Venda Direta,Centro-Oeste,Fernanda Alves,62,71,4.4
V000277,2023-05-28,4773.57,4856.7,83.13,Smartphone,Eletrônicos,LG,Venda Direta,Sudeste,Fernanda Alves,61,94,2.0
V000278,2024-08-10,450.73,580.1,129.37,Carregador Portátil,Acessórios,Baseus,Loja Física,Centro-Oeste,Daniela Souza,62,126,3.8
V000279,2023-12-14,260.98,355.42,94.44,Ring Light,Acessórios,Belkin,Marketplace,Sudeste,Bruno Lima,27,200,3.4
V000280,2023-03-06,185.26,228.09,42.83,Dock Station,Periféricos,HP,E-commerce,Norte,Eduardo Rocha,51,43,4.3
V000281,2024-11-12,3984.45,5212.47,1228.02,Projetor,Áudio e Vídeo,Philips,Venda Direta,Sudeste,Eduardo Rocha,6,177,3.1
V000282,2024-03-11,761.22,959.65,198.43,Roteador,Rede,D-Link,Marketplace,Centro-Oeste,Bruno Lima,65,158,3.9
V000283,2023-03-25,88.33,96.66,8.33,Pen Drive,Armazenamento,SanDisk,E-commerce,Norte,Carlos Silva,90,63,2.0
V000284,2024-02-23,175.07,227.72,52.65,Carregador Portátil,Acessórios,Genérico,Venda Direta,Sudeste,Fernanda Alves,96,155,3.1
V000285,2023-09-29,284.24,350.54,66.3,Microfone,Áudio e Vídeo,Bose,Loja Física,Norte,Carlos Silva,48,144,2.9
V000286,2023-06-02,3268.73,3418.0,149.27,Placa de Vídeo,Componentes,Intel,E-commerce,Centro-Oeste,Bruno Lima,78,125,1.2
V000287,2023-03-08,151.44,163.11,11.67,Hub USB,Acessórios,Belkin,Venda Direta,Sul,Bruno Lima,79,85,3.3
V000288,2024-11-12,5993.34,6762.87,769.53,Notebook,Informática,Lenovo,Marketplace,Nordeste,Carlos Silva,41,194,1.1
V000289,2024-08-22,1396.13,1397.39,1.26,Notebook,Informática,Asus,Loja Física,Norte,Fernanda Alves,84,52,2.7
V000290,2024-12-12,368.94,459.67,90.73,Carregador Portátil,Acessórios,Belkin,Loja Física,Nordeste,Fernanda Alves,30,183,1.1
V000291,2024-04-09,190.5,253.08,62.58,Hub USB,Acessórios,Anker,E-commerce,Centro-Oeste,Bruno Lima,82,40,2.4
V000292,2025-02-01,1361.52,1364.94,3.42,Smartphone,Eletrônicos,Apple,E-commerce,Centro-Oeste,Ana Costa,9,10,2.6
V000293,2025-04-08,461.23,513.8,52.57,Webcam,Periféricos,HP,Marketplace,Sudeste,Ana Costa,39,112,3.6
V000294,2023-06-03,1719.96,2121.59,401.63,Placa de Vídeo,Componentes,Intel,Venda Direta,Sudeste,Carlos Silva,58,8,1.6
V000295,2023-06-30,467.16,504.91,37.75,Webcam,Periféricos,Dell,Marketplace,Nordeste,Eduardo Rocha,3,20,1.9
V000296,2024-12-17,506.99,566.11,59.12,Caixa de Som,Áudio e Vídeo,Sony,Marketplace,Centro-Oeste,Daniela Souza,4,189,4.2
V000297,2025-03-21,364.55,379.31,14.76,Memória RAM,Componentes,NVIDIA,Marketplace,Sudeste,Fernanda Alves,70,127,1.2
V000298,2024-04-26,185.23,224.59,39.36,Teclado,Periféricos,Multilaser,E-commerce,Centro-Oeste,Carlos Silva,51,26,4.2
V000299,2024-04-05,356.47,435.94,79.47,Fone de Ouvido,Áudio e Vídeo,Sony,Venda Direta,Sudeste,Carlos Silva,9,19,4.5
V000300,2023-10-04,1157.25,1498.32,341.07,Tablet,Eletrônicos,LG,E-commerce,Centro-Oeste,Daniela Souza,58,21,3.7
V000301,2023-09-13,693.67,977.37,283.7,TV Box,Áudio e Vídeo,Bose,Marketplace,Nordeste,Fernanda Alves,2,115,1.8
V000302,2024-05-11,1978.61,2237.14,258.53,Tablet,Eletrônicos,LG,E-commerce,Sudeste,Ana Costa,13,29,2.8
V000303,2024-07-20,1023.36,1406.36,383.0,Monitor,Periféricos,HP,Loja Física,Nordeste,Daniela Souza,45,155,1.5
V000304,2024-04-16,280.03,369.81,89.78,Ring Light,Acessórios,Baseus,Marketplace,Sudeste,Bruno Lima,8,73,1.0
V000305,2025-01-24,474.02,502.58,28.56,Fone de Ouvido,Áudio e Vídeo,Philips,Marketplace,Sul,Ana Costa,32,83,1.1
V000306,2023-04-04,4982.25,6968.11,1985.86,Notebook,Informática,Lenovo,Loja Física,Centro-Oeste,Ana Costa,87,198,4.3
V000307,2024-03-14,969.18,976.56,7.38,Gabinete,Componentes,Corsair,E-commerce,Centro-Oeste,Fernanda Alves,78,39,1.7
V000308,2024-10-08,186.51,230.29,43.78,Mouse,Periféricos,HP,Venda Direta,Sudeste,Carlos Silva,47,8,2.1
V000309,2023-10-05,219.59,281.17,61.58,Microfone,Áudio e Vídeo,Sony,Loja Física,Norte,Carlos Silva,9,82,1.7
V000310,2024-04-19,97.26,133.09,35.83,Hub USB,Acessórios,Anker,Venda Direta,Nordeste,Daniela Souza,13,111,3.6
V000311,2025-02-06,170.35,189.54,19.19,Mouse,Periféricos,Logitech,Marketplace,Nordeste,Bruno Lima,82,1,3.3
V000312,2023-04-18,197.53,278.75,81.22,Pen Drive,Armazenamento,SanDisk,E-commerce,Nordeste,Ana Costa,31,197,1.2
V000313,2023-02-01,86.29,118.97,32.68,Mouse,Periféricos,Dell,E-commerce,Nordeste,Carlos Silva,78,114,2.9
V000314,2025-03-18,834.49,848.14,13.65,Estabilizador,Componentes,NVIDIA,Venda Direta,Nordeste,Ana Costa,64,2,5.0
V000315,2023-01-12,1791.15,2135.12,343.97,Smartphone,Eletrônicos,Samsung,E-commerce,Sul,Daniela Souza,52,45,2.1
V000316,2025-04-21,784.84,947.69,162.85,Roteador,Rede,TP-Link,E-commerce,Norte,Bruno Lima,49,110,1.3
V000317,2023-02-13,133.2,134.55,1.35,Hub USB,Acessórios,Baseus,Loja Física,Centro-Oeste,Carlos Silva,59,78,3.9
V000318,2023-07-17,2803.48,3882.17,1078.69,Projetor,Áudio e Vídeo,Philips,E-commerce,Norte,Fernanda Alves,4,170,1.3
V000319,2024-03-26,203.64,213.0,9.36,Tripé,Acessórios,Belkin,Venda Direta,Sul,Daniela Souza,72,49,3.2
V000320,2023-02-24,1232.63,1574.24,341.61,Placa Mãe,Componentes,NVIDIA,Loja Física,Centro-Oeste,Eduardo Rocha,95,186,4.8
V000321,2025-03-22,1227.33,1721.82,494.49,Smartwatch,Eletrônicos,Apple,E-commerce,Nordeste,Daniela Souza,78,120,3.5
V000322,2024-02-26,362.04,451.81,89.77,Gabinete,Componentes,Intel,Venda Direta,Norte,Daniela Souza,4,15,1.9
V000323,2024-08-05,100.09,103.83,3.74,Hub USB,Acessórios,Baseus,Loja Física,Sul,Carlos Silva,40,174,3.9
V000324,2023-12-31,6302.08,6758.05,455.97,Tablet,Eletrônicos,Apple,E-commerce,Sul,Daniela Souza,24,34,4.3
V000325,2024-02-16,1177.0,1579.09,402.09,HD Externo,Armazenamento,Western Digital,E-commerce,Nordeste,Ana Costa,17,79,4.6
V000326,2024-03-01,190.47,222.91,32.44,Mouse,Periféricos,Dell,E-commerce,Sudeste,Bruno Lima,4,129,2.1
V000327,2023-05-13,55.87,68.69,12.82,Cooler,Componentes,Intel,E-commerce,Norte,Daniela Souza,25,179,2.5
V000328,2024-09-13,150.81,168.85,18.04,Roteador,Rede,Ubiquiti,E-commerce,Centro-Oeste,Eduardo Rocha,94,19,5.0
V000329,2024-12-13,426.3,461.49,35.19,Webcam,Periféricos,Logitech,Marketplace,Centro-Oeste,Daniela Souza,5,31,3.1
V000330,2024-04-18,343.68,399.99,56.31,Controle de Videogame,Acessórios,Baseus,E-commerce,Norte,Bruno Lima,78,75,2.0
V000331,2024-05-31,653.48,877.53,224.05,Caixa de Som,Áudio e Vídeo,Bose,E-commerce,Sul,Eduardo Rocha,34,77,3.2
V000332,2023-07-22,295.39,339.56,44.17,HD Externo,Armazenamento,Kingston,E-commerce,Sudeste,Fernanda Alves,27,26,1.8
V000333,2023-07-13,840.8,1016.52,175.72,Roteador,Rede,D-Link,Loja Física,Norte,Eduardo Rocha,60,114,1.1
V000334,2025-02-11,439.42,456.92,17.5,Câmera,Áudio e Vídeo,Philips,Venda Direta,Centro-Oeste,Bruno Lima,91,165,4.5
V000335,2025-01-16,748.2,820.8,72.6,Dock Station,Periféricos,Logitech,Venda Direta,Norte,Eduardo Rocha,97,187,3.7
V000336,2023-03-01,307.86,319.53,11.67,Smartwatch,Eletrônicos,Xiaomi,E-commerce,Centro-Oeste,Bruno Lima,29,159,2.7
V000337,2023-06-30,525.74,683.61,157.87,Placa Mãe,Componentes,Intel,Marketplace,Nordeste,Bruno Lima,45,78,1.3
V000338,2024-11-06,148.94,206.4,57.46,Mouse,Periféricos,Multilaser,Venda Direta,Sul,Eduardo Rocha,41,47,3.6
V000339,2023-02-13,1406.99,1411.38,4.39,Câmera,Áudio e Vídeo,Philips,E-commerce,Centro-Oeste,Ana Costa,71,29,2.7
V000340,2023-12-27,108.79,124.87,16.08,Webcam,Periféricos,Multilaser,Venda Direta,Centro-Oeste,Carlos Silva,32,46,1.8
V000341,2023-01-02,1019.09,1235.6,216.51,Smartwatch,Eletrônicos,Samsung,Loja Física,Centro-Oeste,Daniela Souza,9,144,2.0
V000342,2024-12-07,178.93,254.49,75.56,Lâmpada Inteligente,Eletrônicos,Xiaomi,Marketplace,Centro-Oeste,Daniela Souza,86,56,3.0
V000343,2025-02-08,211.08,275.87,64.79,Scanner,Periféricos,Multilaser,Loja Física,Nordeste,Bruno Lima,99,131,4.8
V000344,2025-03-16,1227.25,1644.96,417.71,Impressora,Periféricos,Multilaser,E-commerce,Nordeste,Ana Costa,66,82,4.4
V000345,2024-03-09,178.31,218.04,39.73,Leitor de Cartão,Acessórios,Genérico,E-commerce,Centro-Oeste,Fernanda Alves,51,151,4.8
V000346,2023-04-04,294.32,315.93,21.61,Switch de Rede,Rede,Cisco,Marketplace,Sul,Carlos Silva,18,165,2.0
V000347,2023-10-22,3051.45,3654.32,602.87,Placa de Vídeo,Componentes,Intel,Venda Direta,Centro-Oeste,Daniela Souza,47,191,1.6
V000348,2024-09-11,178.8,185.64,6.84,Fone de Ouvido,Áudio e Vídeo,Bose,Marketplace,Sudeste,Carlos Silva,77,42,4.7
V000349,2025-01-17,711.96,898.27,186.31,Smartwatch,Eletrônicos,Xiaomi,Loja Física,Sul,Ana Costa,95,68,1.8
V000350,2023-08-18,548.88,578.2,29.32,Dock Station,Periféricos,Dell,Venda Direta,Sul,Ana Costa,48,84,4.1
V000351,2023-03-18,889.41,1135.27,245.86,Scanner,Periféricos,Multilaser,Loja Física,Centro-Oeste,Ana Costa,17,90,2.7
V000352,2024-09-14,367.75,494.5,126.75,Webcam,Periféricos,Dell,Venda Direta,Sul,Ana Costa,1,10,1.6
V000353,2025-01-21,146.33,161.07,14.74,Fonte de Alimentação,Componentes,NVIDIA,Loja Física,Nordeste,Ana Costa,25,50,1.2
V000354,2023-01-04,1421.37,1450.42,29.05,Monitor,Periféricos,HP,Venda Direta,Centro-Oeste,Carlos Silva,63,189,2.6
V000355,2023-08-10,2324.07,3045.52,721.45,Processador,Componentes,AMD,Venda Direta,Sudeste,Bruno Lima,33,14,3.9
V000356,2024-07-21,870.46,1182.92,312.46,Smartwatch,Eletrônicos,Xiaomi,E-commerce,Sudeste,Bruno Lima,75,55,4.4
V000357,2024-06-07,102.0,112.25,10.25,Mouse,Periféricos,Dell,Loja Física,Norte,Bruno Lima,6,106,4.8
V000358,2024-03-16,1650.2,2125.62,475.42,Notebook,Informática,Lenovo,E-commerce,Nordeste,Ana Costa,7,18,2.4
V000359,2024-01-02,707.29,981.68,274.39,Switch de Rede,Rede,Cisco,E-commerce,Sul,Ana Costa,19,86,3.0
V000360,2024-05-10,6017.16,6324.54,307.38,Notebook,Informática,Asus,Loja Física,Norte,Fernanda Alves,70,58,3.5
V000361,2025-03-05,60.32,76.06,15.74,Adaptador Bluetooth,Acessórios,Genérico,Loja Física,Norte,Carlos Silva,94,167,2.2
V000362,2023-10-04,208.55,230.85,22.3,Tripé,Acessórios,Anker,Venda Direta,Centro-Oeste,Carlos Silva,45,129,2.1
V000363,2025-04-13,90.49,102.62,12.13,Hub USB,Acessórios,Belkin,Loja Física,Nordeste,Bruno Lima,19,4,2.3
V000364,2023-02-27,4741.62,5837.64,1096.02,Processador,Componentes,NVIDIA,Loja Física,Sudeste,Bruno Lima,67,14,3.2
V000365,2023-05-21,755.3,833.52,78.22,TV Box,Áudio e Vídeo,Bose,Marketplace,Nordeste,Carlos Silva,48,154,1.7
V000366,2023-09-21,116.2,155.3,39.1,Carregador Portátil,Acessórios,Baseus,Loja Física,Nordeste,Carlos Silva,92,140,4.4
V000367,2024-07-27,82.34,99.15,16.81,Hub USB,Acessórios,Belkin,Loja Física,Nordeste,Ana Costa,99,86,1.2
V000368,2024-12-27,1483.74,1724.47,240.73,Caixa de Som,Áudio e Vídeo,Bose,Marketplace,Centro-Oeste,Ana Costa,44,15,2.6
V000369,2023-04-21,778.18,1042.48,264.3,Dock Station,Periféricos,Multilaser,E-commerce,Centro-Oeste,Eduardo Rocha,35,138,4.4
V000370,2023-12-01,2437.55,2443.71,6.16,Processador,Componentes,Corsair,Marketplace,Nordeste,Eduardo Rocha,85,156,4.4
V000371,2023-07-20,475.55,500.6,25.05,Carregador Portátil,Acessórios,Baseus,Loja Física,Centro-Oeste,Eduardo Rocha,15,135,2.2
V000372,2025-04-16,253.14,298.24,45.1,Ring Light,Acessórios,Genérico,Loja Física,Norte,Ana Costa,33,41,2.0
V000373,2023-07-12,4592.55,5513.67,921.12,Smartphone,Eletrônicos,LG,Loja Física,Sul,Daniela Souza,35,31,3.6
V000374,2023-12-20,445.59,474.58,28.99,Fone de Ouvido,Áudio e Vídeo,Bose,Loja Física,Centro-Oeste,Carlos Silva,55,75,3.3
V000375,2023-08-02,416.67,445.61,28.94,Controle de Videogame,Acessórios,Genérico,Loja Física,Sul,Fernanda Alves,81,99,3.5
V000376,2024-06-09,185.81,248.11,62.3,Ring Light,Acessórios,Baseus,Venda Direta,Centro-Oeste,Fernanda Alves,23,172,1.3
V000377,2025-03-08,6923.55,7699.81,776.26,Notebook,Informática,Asus,E-commerce,Norte,Fernanda Alves,92,81,1.6
V000378,2023-12-25,167.77,229.16,61.39,Lâmpada Inteligente,Eletrônicos,Apple,Loja Física,Centro-Oeste,Fernanda Alves,70,25,4.4
V000379,2023-06-04,1477.25,1933.35,456.1,HD Externo,Armazenamento,Kingston,Marketplace,Norte,Carlos Silva,19,28,1.9
V000380,2025-04-12,3403.5,3922.81,519.31,Projetor,Áudio e Vídeo,Philips,Loja Física,Sudeste,Bruno Lima,94,124,4.5
V000381,2023-11-28,892.79,937.48,44.69,Dock Station,Periféricos,Multilaser,E-commerce,Sul,Ana Costa,57,52,1.3
V000382,2025-01-12,701.36,798.76,97.4,Memória RAM,Componentes,AMD,Marketplace,Sudeste,Ana Costa,55,97,1.9
V000383,2024-11-20,81.62,88.89,7.27,Pen Drive,Armazenamento,Seagate,E-commerce,Nordeste,Daniela Souza,25,113,4.8
V000384,2024-07-18,233.48,259.37,25.89,Tripé,Acessórios,Belkin,E-commerce,Nordeste,Ana Costa,78,101,2.9
V000385,2023-07-27,121.07,133.38,12.31,Hub USB,Acessórios,Anker,Marketplace,Sudeste,Bruno Lima,31,22,3.2
V000386,2025-03-25,142.04,151.64,9.6,Estabilizador,Componentes,AMD,Venda Direta,Sul,Fernanda Alves,37,51,3.5
V000387,2025-03-10,494.08,552.49,58.41,TV Box,Áudio e Vídeo,Philips,Venda Direta,Sudeste,Fernanda Alves,84,129,2.2
V000388,2023-07-18,102.24,109.05,6.81,Hub USB,Acessórios,Anker,E-commerce,Centro-Oeste,Fernanda Alves,54,94,1.1
V000389,2023-08-27,154.42,166.04,11.62,Fone de Ouvido,Áudio e Vídeo,Sony,Marketplace,Sul,Bruno Lima,85,75,3.2
V000390,2025-03-12,592.03,625.5,33.47,Caixa de Som,Áudio e Vídeo,Philips,Marketplace,Norte,Ana Costa,33,199,1.3
V000391,2023-02-04,308.24,432.21,123.97,Ring Light,Acessórios,Genérico,Venda Direta,Sudeste,Daniela Souza,44,147,4.9
V000392,2025-01-05,4288.38,4838.51,550.13,Placa de Vídeo,Componentes,Intel,Venda Direta,Nordeste,Eduardo Rocha,60,82,3.4
V000393,2023-07-29,1182.63,1291.92,109.29,SSD,Armazenamento,SanDisk,Venda Direta,Norte,Daniela Souza,47,33,4.9
